0.047458,0.51488,0.093695
0.042937,0.50223,0.10402
0.053644,0.49687,0.095282
0.059234,0.50546,0.084081
0.050575,0.48924,0.10355
0.040537,0.49178,0.11016
0.060697,0.489,0.086203
0.065758,0.49374,0.07467
0.06719,0.4515,0.082251
0.071359,0.44501,0.073564
0.070747,0.45766,0.072563
0.0656,0.46082,0.081131
0.065745,0.42486,0.084529
0.059418,0.41751,0.09441
0.062203,0.4063,0.086627
0.067422,0.41341,0.075351
0.026535,0.43649,0.11517
0.032095,0.42952,0.11541
0.03607,0.43621,0.11289
0.029912,0.44225,0.11264
0.017162,0.44803,0.11968
0.018674,0.45266,0.11507
0.01388,0.45777,0.11978
0.013592,0.45268,0.12566
0.020767,0.43114,0.11699
0.027094,0.42377,0.11715
0.021551,0.44268,0.11569
0.01953,0.43878,0.11927
0.016921,0.43511,0.13178
0.018494,0.43968,0.12923
0.015513,0.44217,0.13598
0.013955,0.43649,0.13656
0.019625,0.43202,0.12222
0.020153,0.43584,0.12447
0.017692,0.43253,0.12772
0.016132,0.42948,0.12509
0.016744,0.4442,0.12402
0.013917,0.44784,0.13087
0.01023,0.45085,0.13799
0.011109,0.44322,0.14327
0.043394,0.41421,0.11197
0.038205,0.42213,0.11454
0.033175,0.41714,0.11663
0.038183,0.41073,0.115
0.017634,0.42542,0.12232
0.021704,0.40868,0.12633
0.02192,0.41288,0.12569
0.015807,0.41462,0.12974
0.016199,0.41059,0.13013
0.048449,0.39766,0.10597
0.043553,0.39718,0.11161
0.043595,0.38962,0.11043
0.048688,0.38828,0.10373
0.041378,0.38308,0.1108
0.047621,0.37939,0.10276
0.037542,0.36452,0.10705
0.042621,0.37103,0.10446
0.037196,0.37731,0.1129
0.031743,0.37245,0.11738
0.019095,0.37896,0.12521
0.013007,0.37826,0.12856
0.018003,0.36507,0.12877
0.024948,0.36796,0.12386
0.020866,0.40158,0.12293
0.024872,0.40098,0.12009
0.0253,0.40316,0.12205
0.021123,0.40489,0.12525
0.028952,0.40025,0.11805
0.030754,0.39991,0.11733
0.030458,0.40169,0.1184
0.028886,0.40113,0.11855
0.026888,0.40075,0.11912
0.025632,0.39873,0.1199
0.028003,0.39938,0.1186
0.021392,0.39857,0.123
0.0091465,0.39802,0.13186
0.013089,0.39802,0.1303
0.011294,0.40262,0.12849
0.0082646,0.40288,0.12964
0.028789,0.40391,0.11991
0.031447,0.40565,0.11932
0.027714,0.40924,0.12219
0.026273,0.40609,0.12227
0.034051,0.40763,0.11799
0.033013,0.4027,0.11745
0.03613,0.40336,0.11609
0.030061,0.39789,0.11754
0.033049,0.3959,0.11625
0.033759,0.39907,0.11675
0.030768,0.39257,0.1174
0.02737,0.39607,0.11897
0.02324,0.39479,0.12223
0.018623,0.39375,0.12626
0.021109,0.38814,0.12389
0.026753,0.3899,0.1202
0.029481,0.41308,0.12009
0.038046,0.39809,0.11477
0.041342,0.4047,0.11298
0.037949,0.39278,0.11446
0.035728,0.38795,0.11515
0.030892,0.38415,0.11749
0.025133,0.38115,0.12126
0.019651,0.35406,0.11829
0.0281,0.35851,0.11352
